manufacture_year,mileage_km,engine_cc,fuel_type_enc,transmission_enc,usd_pkr,make_enc,model_enc
2016,116000,1300.0,0,1,104.65,15.582216036861638,15.358359962182487
2022,12000,2500.0,0,1,203.74,15.759401624594304,15.956837619893214
2018,93256,1800.0,0,1,121.03,15.361645422648705,15.516425399356564
2020,44500,1000.0,0,1,161.28,15.582216036861638,15.59824380356483
2018,73000,1500.0,1,1,121.03,15.361645422648705,15.581728474180032
2022,5641,1800.0,0,1,203.74,15.582216036861638,15.358359962182487
2018,115000,1800.0,0,1,121.03,15.361645422648705,15.516425399356564
2017,200000,1000.0,0,1,105.49,15.582216036861638,15.105351411289421
2018,96000,1800.0,1,1,121.03,15.582216036861638,15.796740208553862
2022,39000,660.0,0,1,203.74,14.689538551572547,14.78798076906705
2020,27000,1300.0,0,0,161.28,15.361645422648705,15.14411735858117
2016,158000,1800.0,0,1,104.65,15.361645422648705,15.516425399356564
2021,50000,2800.0,2,1,162.29,15.582216036861638,16.213552174451078
2021,86000,3470.0,0,1,162.29,15.53212936554385,15.812485736728194
2020,95000,1800.0,0,1,161.28,15.361645422648705,15.516425399356564
2015,113000,1800.0,0,1,104.24,16.13255808077877,16.100719438137933
2017,127000,1800.0,0,1,105.49,15.361645422648705,15.516425399356564
2019,52000,1300.0,0,1,149.69,15.582216036861638,15.358359962182487
2019,78000,796.0,0,0,149.69,14.689538551572547,14.157175401535097
2022,128000,1000.0,0,1,203.74,15.53212936554385,15.812485736728194
2015,75700,660.0,0,1,104.24,15.147879956442214,15.06041390500872
2021,102000,1500.0,0,1,162.29,15.361645422648705,15.14411735858117
2019,35000,796.0,0,0,149.69,14.689538551572547,14.157175401535097
2019,66000,796.0,0,0,149.69,14.689538551572547,14.157175401535097
2017,63000,1800.0,0,1,105.49,15.361645422648705,15.516425399356564
2021,39375,1500.0,0,1,162.29,15.618423127273212,15.628031248395956
2020,57000,660.0,0,1,161.28,15.147879956442214,15.027736458277907
2021,60000,1500.0,0,1,162.29,15.361645422648705,15.14411735858117
2020,110000,1500.0,0,1,161.28,15.361645422648705,15.354131830284432
2021,42000,2800.0,2,1,162.29,15.582216036861638,16.39745756354409
2017,69000,1800.0,0,1,105.49,15.361645422648705,15.516425399356564
2017,145000,660.0,1,1,105.49,15.013352124324825,14.975781263989958
2021,70000,2000.0,0,1,162.29,15.53212936554385,15.705720405742982
2020,78000,1000.0,0,1,161.28,15.147879956442214,15.533049939829779
2021,35000,660.0,0,1,162.29,14.689538551572547,14.78798076906705
2022,72000,1500.0,0,1,203.74,15.361645422648705,15.14411735858117
2018,52000,1300.0,0,1,121.03,15.582216036861638,15.358359962182487
2017,94000,1300.0,0,0,105.49,15.361645422648705,15.14411735858117
2021,60000,800.0,0,0,162.29,14.689538551572547,14.281462747394901
2018,75000,1800.0,1,1,121.03,15.582216036861638,15.796740208553862
2022,38000,2000.0,0,1,203.74,15.759401624594304,15.956837619893214
2021,85000,1500.0,0,1,162.29,15.582216036861638,15.30362924123614
2015,110693,1500.0,1,1,104.24,15.361645422648705,15.129534925777472
2021,38000,1000.0,0,1,162.29,15.582216036861638,15.59824380356483
2019,65000,1000.0,0,1,149.69,14.689538551572547,14.733813331245617
2020,62341,1500.0,0,1,161.28,15.361645422648705,15.14411735858117
2020,125000,1500.0,0,1,161.28,15.361645422648705,15.516425399356564
